soc_code,soc_code_onet,occ_title,task_id,skill,skill_requirement_pre,skill_requirement_post_genai
17-30,17-3029.06,Manufacturing Engineering Technologists,18215,math,6.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18215,social,4.375,3.125
17-30,17-3029.06,Manufacturing Engineering Technologists,18215,technical,5.0,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18215,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18216,manual,5.0,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18216,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18216,social,4.75,3.625
17-30,17-3029.06,Manufacturing Engineering Technologists,18216,technical,5.166666666666667,3.75
17-30,17-3029.06,Manufacturing Engineering Technologists,18216,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,18217,manual,5.0,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18217,math,6.0,5.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18217,social,4.25,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18217,technical,5.333333333333333,4.166666666666667
17-30,17-3029.06,Manufacturing Engineering Technologists,18217,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18218,manual,3.5,2.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18218,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18218,social,4.75,3.625
17-30,17-3029.06,Manufacturing Engineering Technologists,18218,technical,5.166666666666667,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18218,verbal,5.0,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18219,manual,4.5,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18219,math,5.0,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18219,social,4.0,2.625
17-30,17-3029.06,Manufacturing Engineering Technologists,18219,technical,5.083333333333333,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18219,verbal,5.0,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18220,manual,5.5,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18220,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18220,social,5.0,3.75
17-30,17-3029.06,Manufacturing Engineering Technologists,18220,technical,5.416666666666667,4.333333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,18220,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,18221,manual,4.75,3.75
17-30,17-3029.06,Manufacturing Engineering Technologists,18221,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18221,social,4.375,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18221,technical,5.0,3.5833333333333335
17-30,17-3029.06,Manufacturing Engineering Technologists,18221,verbal,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18222,manual,4.75,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18222,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18222,social,4.5,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18222,technical,5.083333333333333,3.9166666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18222,verbal,5.333333333333333,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18223,manual,4.5,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18223,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18223,social,4.25,3.125
17-30,17-3029.06,Manufacturing Engineering Technologists,18223,technical,4.75,3.4166666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18223,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.06,Manufacturing Engineering Technologists,18224,manual,3.25,2.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18224,math,4.0,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18224,social,2.25,1.375
17-30,17-3029.06,Manufacturing Engineering Technologists,18224,technical,3.6666666666666665,2.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18224,verbal,3.6666666666666665,2.3333333333333335
17-30,17-3029.06,Manufacturing Engineering Technologists,18225,manual,3.75,2.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18225,math,5.0,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18225,social,4.5,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18225,technical,4.416666666666667,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18225,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18226,manual,5.5,4.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18226,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18226,social,3.5,2.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18226,technical,4.916666666666667,3.75
17-30,17-3029.06,Manufacturing Engineering Technologists,18226,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.06,Manufacturing Engineering Technologists,18227,manual,3.5,2.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18227,math,3.0,2.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18227,social,3.375,2.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18227,technical,3.25,2.1666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18227,verbal,3.6666666666666665,2.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18228,manual,3.75,2.75
17-30,17-3029.06,Manufacturing Engineering Technologists,18228,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18228,social,4.5,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,18228,technical,4.416666666666667,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18228,verbal,5.0,3.3333333333333335
17-30,17-3029.06,Manufacturing Engineering Technologists,18229,manual,4.0,2.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18229,math,4.0,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,18229,social,4.625,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,18229,technical,3.8333333333333335,2.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,18229,verbal,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19721,manual,2.75,1.75
17-30,17-3029.06,Manufacturing Engineering Technologists,19721,math,6.0,5.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19721,social,4.375,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,19721,technical,5.166666666666667,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19721,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,19722,manual,4.0,2.75
17-30,17-3029.06,Manufacturing Engineering Technologists,19722,math,6.0,5.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19722,social,4.75,3.625
17-30,17-3029.06,Manufacturing Engineering Technologists,19722,technical,5.333333333333333,4.083333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,19722,verbal,5.333333333333333,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19723,manual,5.25,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19723,math,6.0,5.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19723,social,4.5,3.375
17-30,17-3029.06,Manufacturing Engineering Technologists,19723,technical,5.083333333333333,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19723,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,19724,manual,5.25,4.25
17-30,17-3029.06,Manufacturing Engineering Technologists,19724,math,6.0,5.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19724,social,5.0,3.875
17-30,17-3029.06,Manufacturing Engineering Technologists,19724,technical,5.583333333333333,4.416666666666667
17-30,17-3029.06,Manufacturing Engineering Technologists,19724,verbal,5.333333333333333,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19725,manual,3.75,2.75
17-30,17-3029.06,Manufacturing Engineering Technologists,19725,math,6.0,5.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19725,social,4.625,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,19725,technical,5.083333333333333,3.9166666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,19725,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.06,Manufacturing Engineering Technologists,19726,manual,4.25,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,19726,math,5.0,4.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19726,social,4.375,3.25
17-30,17-3029.06,Manufacturing Engineering Technologists,19726,technical,4.833333333333333,3.5833333333333335
17-30,17-3029.06,Manufacturing Engineering Technologists,19726,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,19727,manual,3.0,1.75
17-30,17-3029.06,Manufacturing Engineering Technologists,19727,math,4.0,3.0
17-30,17-3029.06,Manufacturing Engineering Technologists,19727,social,4.75,3.5
17-30,17-3029.06,Manufacturing Engineering Technologists,19727,technical,4.25,2.9166666666666665
17-30,17-3029.06,Manufacturing Engineering Technologists,19727,verbal,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16690,manual,4.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16690,math,5.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16690,social,3.875,2.5
17-30,17-3029.07,Mechanical Engineering Technologists,16690,technical,3.9166666666666665,2.8333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16690,verbal,4.666666666666667,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16691,manual,3.0,2.0
17-30,17-3029.07,Mechanical Engineering Technologists,16691,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16691,social,4.25,2.875
17-30,17-3029.07,Mechanical Engineering Technologists,16691,technical,4.166666666666667,2.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16691,verbal,4.666666666666667,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16692,manual,4.75,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16692,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16692,social,4.25,3.125
17-30,17-3029.07,Mechanical Engineering Technologists,16692,technical,4.583333333333333,3.5
17-30,17-3029.07,Mechanical Engineering Technologists,16692,verbal,5.0,3.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16693,manual,4.5,3.25
17-30,17-3029.07,Mechanical Engineering Technologists,16693,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16693,social,3.5,2.5
17-30,17-3029.07,Mechanical Engineering Technologists,16693,technical,4.416666666666667,3.1666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16693,verbal,5.0,3.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16694,manual,4.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16694,math,4.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16694,social,2.75,1.875
17-30,17-3029.07,Mechanical Engineering Technologists,16694,technical,3.5833333333333335,2.5
17-30,17-3029.07,Mechanical Engineering Technologists,16694,verbal,4.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16695,manual,5.75,4.5
17-30,17-3029.07,Mechanical Engineering Technologists,16695,math,6.0,5.0
17-30,17-3029.07,Mechanical Engineering Technologists,16695,social,5.0,3.625
17-30,17-3029.07,Mechanical Engineering Technologists,16695,technical,5.416666666666667,4.25
17-30,17-3029.07,Mechanical Engineering Technologists,16695,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.07,Mechanical Engineering Technologists,16696,manual,4.75,3.5
17-30,17-3029.07,Mechanical Engineering Technologists,16696,math,5.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16696,social,4.5,3.375
17-30,17-3029.07,Mechanical Engineering Technologists,16696,technical,5.166666666666667,3.8333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16696,verbal,5.0,3.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16697,manual,4.75,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16697,math,6.0,5.0
17-30,17-3029.07,Mechanical Engineering Technologists,16697,social,4.375,3.125
17-30,17-3029.07,Mechanical Engineering Technologists,16697,technical,5.166666666666667,4.083333333333333
17-30,17-3029.07,Mechanical Engineering Technologists,16697,verbal,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16698,manual,5.25,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16698,math,6.0,5.0
17-30,17-3029.07,Mechanical Engineering Technologists,16698,social,4.5,3.25
17-30,17-3029.07,Mechanical Engineering Technologists,16698,technical,5.083333333333333,3.8333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16698,verbal,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16699,manual,3.5,2.25
17-30,17-3029.07,Mechanical Engineering Technologists,16699,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16699,social,4.375,3.25
17-30,17-3029.07,Mechanical Engineering Technologists,16699,technical,4.75,3.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16699,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16700,manual,4.5,3.5
17-30,17-3029.07,Mechanical Engineering Technologists,16700,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16700,social,4.125,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16700,technical,4.666666666666667,3.5
17-30,17-3029.07,Mechanical Engineering Technologists,16700,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16701,manual,4.75,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16701,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16701,social,3.875,2.875
17-30,17-3029.07,Mechanical Engineering Technologists,16701,technical,4.916666666666667,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16701,verbal,4.333333333333333,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16702,manual,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16702,math,6.0,5.0
17-30,17-3029.07,Mechanical Engineering Technologists,16702,social,4.375,3.375
17-30,17-3029.07,Mechanical Engineering Technologists,16702,technical,5.0,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16702,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.07,Mechanical Engineering Technologists,16703,manual,4.75,3.5
17-30,17-3029.07,Mechanical Engineering Technologists,16703,math,5.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,16703,social,4.25,2.875
17-30,17-3029.07,Mechanical Engineering Technologists,16703,technical,4.666666666666667,3.4166666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16703,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16704,manual,5.0,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16704,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16704,social,3.625,2.5
17-30,17-3029.07,Mechanical Engineering Technologists,16704,technical,4.5,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16704,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16705,manual,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16705,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16705,social,5.0,3.875
17-30,17-3029.07,Mechanical Engineering Technologists,16705,technical,5.0,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16705,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16706,manual,4.75,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16706,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16706,social,3.875,2.75
17-30,17-3029.07,Mechanical Engineering Technologists,16706,technical,4.916666666666667,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,16706,verbal,5.0,3.3333333333333335
17-30,17-3029.07,Mechanical Engineering Technologists,16707,manual,5.5,4.5
17-30,17-3029.07,Mechanical Engineering Technologists,16707,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,16707,social,3.75,2.75
17-30,17-3029.07,Mechanical Engineering Technologists,16707,technical,4.666666666666667,3.4166666666666665
17-30,17-3029.07,Mechanical Engineering Technologists,16707,verbal,4.0,3.0
17-30,17-3029.07,Mechanical Engineering Technologists,19728,manual,5.75,4.75
17-30,17-3029.07,Mechanical Engineering Technologists,19728,math,6.0,5.0
17-30,17-3029.07,Mechanical Engineering Technologists,19728,social,4.875,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,19728,technical,5.416666666666667,4.333333333333333
17-30,17-3029.07,Mechanical Engineering Technologists,19728,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.07,Mechanical Engineering Technologists,19729,manual,4.5,3.5
17-30,17-3029.07,Mechanical Engineering Technologists,19729,math,6.0,5.0
17-30,17-3029.07,Mechanical Engineering Technologists,19729,social,4.25,3.25
17-30,17-3029.07,Mechanical Engineering Technologists,19729,technical,5.25,4.166666666666667
17-30,17-3029.07,Mechanical Engineering Technologists,19729,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.07,Mechanical Engineering Technologists,19730,manual,3.25,2.25
17-30,17-3029.07,Mechanical Engineering Technologists,19730,math,5.0,4.0
17-30,17-3029.07,Mechanical Engineering Technologists,19730,social,4.125,2.875
17-30,17-3029.07,Mechanical Engineering Technologists,19730,technical,4.916666666666667,3.75
17-30,17-3029.07,Mechanical Engineering Technologists,19730,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.08,Photonics Technicians,16709,manual,2.25,1.5
17-30,17-3029.08,Photonics Technicians,16709,math,4.0,2.0
17-30,17-3029.08,Photonics Technicians,16709,social,3.625,2.5
17-30,17-3029.08,Photonics Technicians,16709,technical,3.5833333333333335,2.4166666666666665
17-30,17-3029.08,Photonics Technicians,16709,verbal,4.0,2.6666666666666665
17-30,17-3029.08,Photonics Technicians,16710,manual,3.5,2.5
17-30,17-3029.08,Photonics Technicians,16710,math,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16710,social,3.25,2.125
17-30,17-3029.08,Photonics Technicians,16710,technical,3.5,2.5
17-30,17-3029.08,Photonics Technicians,16710,verbal,3.0,2.0
17-30,17-3029.08,Photonics Technicians,16714,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16714,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16714,social,3.75,2.75
17-30,17-3029.08,Photonics Technicians,16714,technical,4.833333333333333,3.8333333333333335
17-30,17-3029.08,Photonics Technicians,16714,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.08,Photonics Technicians,16715,manual,5.0,3.75
17-30,17-3029.08,Photonics Technicians,16715,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16715,social,4.625,3.25
17-30,17-3029.08,Photonics Technicians,16715,technical,4.916666666666667,3.75
17-30,17-3029.08,Photonics Technicians,16715,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.08,Photonics Technicians,16716,manual,5.0,3.5
17-30,17-3029.08,Photonics Technicians,16716,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16716,social,3.375,2.25
17-30,17-3029.08,Photonics Technicians,16716,technical,4.75,3.75
17-30,17-3029.08,Photonics Technicians,16716,verbal,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16718,manual,3.5,2.5
17-30,17-3029.08,Photonics Technicians,16718,math,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16718,social,3.25,2.0
17-30,17-3029.08,Photonics Technicians,16718,technical,3.4166666666666665,2.4166666666666665
17-30,17-3029.08,Photonics Technicians,16718,verbal,3.6666666666666665,2.6666666666666665
17-30,17-3029.08,Photonics Technicians,16719,manual,5.25,4.25
17-30,17-3029.08,Photonics Technicians,16719,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16719,social,4.0,2.875
17-30,17-3029.08,Photonics Technicians,16719,technical,4.75,3.5
17-30,17-3029.08,Photonics Technicians,16719,verbal,4.666666666666667,3.3333333333333335
17-30,17-3029.08,Photonics Technicians,16720,manual,4.25,2.5
17-30,17-3029.08,Photonics Technicians,16720,math,5.0,3.0
17-30,17-3029.08,Photonics Technicians,16720,social,2.625,1.75
17-30,17-3029.08,Photonics Technicians,16720,technical,3.75,2.5
17-30,17-3029.08,Photonics Technicians,16720,verbal,4.0,2.6666666666666665
17-30,17-3029.08,Photonics Technicians,16721,manual,5.25,3.75
17-30,17-3029.08,Photonics Technicians,16721,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16721,social,4.125,2.875
17-30,17-3029.08,Photonics Technicians,16721,technical,5.0,3.75
17-30,17-3029.08,Photonics Technicians,16721,verbal,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16722,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16722,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16722,social,3.0,2.0
17-30,17-3029.08,Photonics Technicians,16722,technical,4.333333333333333,3.1666666666666665
17-30,17-3029.08,Photonics Technicians,16722,verbal,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16723,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16723,math,5.0,3.0
17-30,17-3029.08,Photonics Technicians,16723,social,2.75,2.0
17-30,17-3029.08,Photonics Technicians,16723,technical,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16723,verbal,2.6666666666666665,2.3333333333333335
17-30,17-3029.08,Photonics Technicians,16724,manual,5.0,3.75
17-30,17-3029.08,Photonics Technicians,16724,math,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16724,social,2.875,2.125
17-30,17-3029.08,Photonics Technicians,16724,technical,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16724,verbal,4.333333333333333,3.0
17-30,17-3029.08,Photonics Technicians,16725,manual,4.75,3.75
17-30,17-3029.08,Photonics Technicians,16725,math,5.0,3.0
17-30,17-3029.08,Photonics Technicians,16725,social,3.625,2.5
17-30,17-3029.08,Photonics Technicians,16725,technical,4.25,3.25
17-30,17-3029.08,Photonics Technicians,16725,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.08,Photonics Technicians,16726,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16726,math,5.0,3.0
17-30,17-3029.08,Photonics Technicians,16726,social,3.5,2.375
17-30,17-3029.08,Photonics Technicians,16726,technical,4.5,3.1666666666666665
17-30,17-3029.08,Photonics Technicians,16726,verbal,4.0,2.6666666666666665
17-30,17-3029.08,Photonics Technicians,16727,manual,5.25,4.25
17-30,17-3029.08,Photonics Technicians,16727,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16727,social,4.25,3.0
17-30,17-3029.08,Photonics Technicians,16727,technical,4.916666666666667,3.8333333333333335
17-30,17-3029.08,Photonics Technicians,16727,verbal,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16728,manual,5.75,4.75
17-30,17-3029.08,Photonics Technicians,16728,math,5.0,3.0
17-30,17-3029.08,Photonics Technicians,16728,social,3.25,2.25
17-30,17-3029.08,Photonics Technicians,16728,technical,4.75,3.5833333333333335
17-30,17-3029.08,Photonics Technicians,16728,verbal,3.6666666666666665,2.3333333333333335
17-30,17-3029.08,Photonics Technicians,16729,manual,5.75,4.5
17-30,17-3029.08,Photonics Technicians,16729,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16729,social,4.125,3.0
17-30,17-3029.08,Photonics Technicians,16729,technical,4.833333333333333,3.5833333333333335
17-30,17-3029.08,Photonics Technicians,16729,verbal,4.0,3.0
17-30,17-3029.08,Photonics Technicians,16730,manual,5.5,4.5
17-30,17-3029.08,Photonics Technicians,16730,math,6.0,5.0
17-30,17-3029.08,Photonics Technicians,16730,social,4.375,3.25
17-30,17-3029.08,Photonics Technicians,16730,technical,5.083333333333333,4.0
17-30,17-3029.08,Photonics Technicians,16730,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.08,Photonics Technicians,16731,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16731,math,5.0,3.0
17-30,17-3029.08,Photonics Technicians,16731,social,2.875,2.0
17-30,17-3029.08,Photonics Technicians,16731,technical,4.416666666666667,3.1666666666666665
17-30,17-3029.08,Photonics Technicians,16731,verbal,3.6666666666666665,2.3333333333333335
17-30,17-3029.08,Photonics Technicians,16732,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16732,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,16732,social,3.75,2.75
17-30,17-3029.08,Photonics Technicians,16732,technical,4.916666666666667,3.6666666666666665
17-30,17-3029.08,Photonics Technicians,16732,verbal,4.333333333333333,3.3333333333333335
17-30,17-3029.08,Photonics Technicians,19731,manual,5.5,4.5
17-30,17-3029.08,Photonics Technicians,19731,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,19731,social,4.0,3.0
17-30,17-3029.08,Photonics Technicians,19731,technical,4.833333333333333,3.75
17-30,17-3029.08,Photonics Technicians,19731,verbal,4.666666666666667,3.3333333333333335
17-30,17-3029.08,Photonics Technicians,19732,manual,5.0,4.0
17-30,17-3029.08,Photonics Technicians,19732,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,19732,social,3.5,2.375
17-30,17-3029.08,Photonics Technicians,19732,technical,4.416666666666667,3.25
17-30,17-3029.08,Photonics Technicians,19732,verbal,4.0,2.6666666666666665
17-30,17-3029.08,Photonics Technicians,19733,manual,5.75,4.75
17-30,17-3029.08,Photonics Technicians,19733,math,6.0,5.0
17-30,17-3029.08,Photonics Technicians,19733,social,4.625,3.625
17-30,17-3029.08,Photonics Technicians,19733,technical,5.333333333333333,4.333333333333333
17-30,17-3029.08,Photonics Technicians,19733,verbal,5.0,4.0
17-30,17-3029.08,Photonics Technicians,19734,manual,5.75,4.75
17-30,17-3029.08,Photonics Technicians,19734,math,6.0,5.0
17-30,17-3029.08,Photonics Technicians,19734,social,4.75,3.5
17-30,17-3029.08,Photonics Technicians,19734,technical,5.416666666666667,4.25
17-30,17-3029.08,Photonics Technicians,19734,verbal,5.333333333333333,4.333333333333333
17-30,17-3029.08,Photonics Technicians,19735,manual,5.25,4.0
17-30,17-3029.08,Photonics Technicians,19735,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,19735,social,4.25,3.0
17-30,17-3029.08,Photonics Technicians,19735,technical,5.0,3.8333333333333335
17-30,17-3029.08,Photonics Technicians,19735,verbal,4.666666666666667,3.6666666666666665
17-30,17-3029.08,Photonics Technicians,19736,manual,4.5,3.5
17-30,17-3029.08,Photonics Technicians,19736,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,19736,social,2.5,2.125
17-30,17-3029.08,Photonics Technicians,19736,technical,4.5,3.4166666666666665
17-30,17-3029.08,Photonics Technicians,19736,verbal,4.0,2.6666666666666665
17-30,17-3029.08,Photonics Technicians,20384,manual,4.5,3.0
17-30,17-3029.08,Photonics Technicians,20384,math,5.0,4.0
17-30,17-3029.08,Photonics Technicians,20384,social,3.375,2.375
17-30,17-3029.08,Photonics Technicians,20384,technical,4.416666666666667,3.0833333333333335
17-30,17-3029.08,Photonics Technicians,20384,verbal,4.333333333333333,3.0
17-30,17-3029.08,Photonics Technicians,20385,manual,4.0,3.0
17-30,17-3029.08,Photonics Technicians,20385,math,4.0,2.0
17-30,17-3029.08,Photonics Technicians,20385,social,3.25,2.125
17-30,17-3029.08,Photonics Technicians,20385,technical,3.9166666666666665,2.8333333333333335
